hs_code,descrip
8544200000,"CABLES Y DEMAS CONDUCTORES ELECTRICOS, COAXIALES"
8544601000,"DEMAS CONDUCT. ELECTR. P` TENSION > 1000 V, DE COBRE"
8544609000,LOS DEMAS CONDUCTORES ELECTRICOS P` TENSION > 1000 V (EXC. DE COBRE)
8544700000,CABLES DE FIBRAS OPTICAS
8545110000,ELECTRODOS DEL TIPO DE LOS UTILIZADOS EN HORNOS
8545190000,"LOS DEMAS ELECTRODOS, EXC. DEL TIPO USADO EN HORNOS"
8545200000,"ESCOBILLAS DE CARBÃ¿N, OTRAS ESCOBILLAS USO ELÃ¿CTRICO"
8545902000,CARBONES PARA PILAS
8545909000,"LOS DEMAS ARTICULOS DE GRAFITO U OTROS CARBONES, INCL. CON METAL, P` USOS ELECTRICOS"
8546100000,AISLADORES ELECTRICOS DE VIDRIO
8546200000,AISLADORES ELECTRICOS DE CERAMICA
8547101000,CUERPOS DE BUJIAS
8547200000,PIEZAS AISLANTES DE PLASTICO
8547901000,"TUBOS Y SUS PIEZAS DE UNION, DE METALES COMUNES, AISLADOS INTERIORMENTE"
8601100000,LOCOMOTORAS Y LOCOTRACTORES DE FUENTE EXTERNA DE ELECTRICIDAD
8601200000,LOCOMOTORAS Y LOCOTRACTORES DE ACUMULADORES ELECTRICOS
8602900000,LAS DEMAS LOCOMOTORAS (EXC. DIESEL-ELÃ¿CTRICOS) Y LOCOTRACTORES; TENDERES
8603900000,"DEMAS AUTOMOTORES PARA VIAS FERREAS Y TRANVIAS,AUTOPROPULSAD.EXC.LOS DE LA PART.86.04"
8605000000,"COCHES DVIAJERO,FURGONES D`EQUIPAJE,COCHES CORREO Y COCHES ESPEC. PVIAS FÃ¿RREAS"
8606100000,"VAGONES CISTERNA Y SIMILARES, PARA TRANSPORTE DE MERCANCÃAS SOBRE CARRILES (RIELES)"
9804000000,"MERCANCÍAS CON RESOLUCIÓN LIBERATORIA O NOTA PROTOCOLAR, EXC.VEHÍCULOS AUTOMÓVILES"
2907230000,"4,4`-ISOPROPILIDENDIFENOL (BISFENOL A, DIFENILOLPROPANO) Y SUS SALES"
2909410000,"2,2`-OXIDIETANOL (DIETILENGLICOL)"
104209000,"CAPRINOS VIVOS, EXCEPTO LOS REPRODUCTORES DE RAZA PURA"
203110000,"CARNE DE PORCINO EN CANALES O MEDIAS CANALES, FRESCA O REFRIGERADA"
203210000,"CARNE DE PORCINO EN CANALES O MEDIAS CANALES, CONGELADA"
204100000,"CANALES O MEDIAS CANALES DE CORDERO, FRESCAS O REFRIGERADAS"
204230000,"CARNES DE OVINOS DESHUESADAS, FRESCAS O REFRIGERADAS"
204420000,"CARNES DE OVINOS EN CORTES(TROZOS) SIN DESHUESAR, CONGELADAS"
205000000,"CARNE DE LA ESPECIE CABALLAR,ASNAL O MULAR,FRESCA,REFRIGERADA O CONGELADA"
206300000,"DESPOJOS COMESTIBLES DE LA ESPECIE PORCINA, FRESCOS O REFRIGERADOS"
207240000,"CARNES COMESTIBLES DE PAVO (GALLIPAVO) SIN TROCEAR, FRESCOS O REFRIGERADOS"
207270000,"TROZOS Y DESPOJOS COMESTIBLES DE PAVO (GALLIPAVO), CONGELADOS"
210120000,"TOCINO ENTREVERADO DE PANZA (PANCETA) Y SUS TROZOS,SALADO,SALMUERA,SECOS O AHUM"
305420000,ARENQUES  (CLUPEA  HARENGUS Y PALLASII) (INC. LOS FILETES) AHUMADOS
305610000,ARENQUES  (CLUPEA HARENGUS Y  PALLASII) SALADOS SIN SECAR NI AHUMAR / EN SALMUERA
5514490000,"DEMAS TEJIDOS ESTAMPADOS, FIB. SINTET. DISCONT.<85%, C/ALGODÃ¿N, PESO>170 G/M2"
5515130000,DEMAS TEJIDOS D FIBRAS DISCONTINUAS POLIESTER MEZCL. C/LANA O PELO FINO
5515220000,DEMAS TEJIDOS D FIBRAS DISCONTINUAS ACRILICAS/MODACRILICAS MEZCL. C/LANA O PELO FINO
5516140000,TEJIDOS ESTAMPADOS CON FIBRAS ARTIFICIALES DISCONTINUAS>=85% EN PESO
5516220000,TEJIDOS TEÑIDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/FILAM. SINTETICO
5516240000,"TEJIDOS ESTAMPADOS CON FIB. ARTIF.DISCONT.<85% EN PESO, MEZC. C/FIL. SINT. O ARTIF."
5516330000,TEJIDOS C/HILADOS COLORES C/FIB. ARTIF.DISCONT.<85% EN PESO MEZCL.C/LANA O PELO FINO
5516410000,TEJIDOS CRUDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/ALGODON
5516430000,TEJIDOS C/HILADOS COLORES C FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/ALGODON
5516920000,LOS DEMAS TEJIDOS TEÑIDOS DE FIBRAS ARTIFICIALES DISCONTINUAS
5601300000,"TUNDIZNO, NUDOS Y MOTAS DE MATERIA TEXTIL"
5603140000,TELA SINTEJER DE FILAMENTOS SINTETICOS DE PESO SUPERIOR A 150 G/M2
5603920000,"DEMAS TELA S/TEJER (EXC. DE FILAMENTOS SINTETICOS O ARTIFICIALES), 25"
5604100000,HILOS Y CUERDAS DE CAUCHO REVESTIDOS DE TEXTILES
5606000000,"HILADO ENTORCHADO, TIRAS Y SIMIL. PARTIDA 54.04 O 54.05; HIL.CHENILLA, HILAD.CADENETA"
5701100000,ALFOMBRAS DE NUDO DE LANA O PELO FINO
5702100000,"ALFOMBRAS LLAMADAS ""KELIM"" O ""KILIM"", ""SCHUMACKS"" O ""SOUMAK"", ""KARAMANIE"" Y SIMILARES"
5702390000,ALFOMBRAS Y REVESTIMIENTOS P EL SUELO ATERCIOPELADOS SIN CONFECCIONA. D LAS DEMAS MAT
5702490000,ALFOMBRAS Y REVESTIM. P EL SUELO ATERCIOPELADOS CONFECCIONADOS DE LAS DEMAS MAT.TEXTI
5702920000,"ALFOMBRAS Y REVESTIM. PSUELO,SIN ATERCIOPELAR CONFECCIO. D TEXTIL SINTETICO O ARTIF"
5703100000,ALFOMBRAS Y REVESTIM. P EL SUELO CON MECHON INSERTADO DE LANA O PELO FINO
5801230000,LOS DEMAS TERCIOPELOS Y FELPAS DE ALGODON POR TRAMA
5801310000,"TERCIOPELO Y FELPA DE FIBRAS SINTETICAS Y ATIFICIALES POR TRAMA, SIN CORTAR"
5801900000,"TERCIOPELO Y FELPA DE LAS DEMAS MATERIAS TEXTILES, EXC. DE PUNTO"
5802200000,"TEJIDOS CON BUCLES DEL TIPO PARA TOALLA, DE DEMAS MATERIAS TEXTILES, EXC. DE ALGODÃ¿N"
5807100000,"ETIQUETAS, ESCUDOS Y ARTICULOS SIMILARES DE MATERIA TEXTIL, TEJIDOS, EN PIEZAS, CINTA"
8438802000,"MAQUINAS Y APARATOS PARA LA PREPARACION DE PESCADO O DE CRUSTACEOS, MOLUSCOS Y DEMAS"
8439100000,MAQUINAS Y APARATOS PARA LA FABRICACION DE PASTA DE MATERIAS FIBROSAS CELULOSICAS
8439300000,MAQUINAS Y APARATOS PARA EL ACABADO DE PAPEL O CARTON
8439910000,PARTES DE MAQUINAS O APARATOS PARA LA FABRICAC. PASTA DE MAT. FIBROSAS CELULÃ¿SICAS
8440100000,MAQUINAS Y APARATOS  PARA  ENCUADERNACION INCLUIDAS LAS MAQUINAS PARA COSER PLIEGOS.
8441100000,"CORTADORAS PARA PASTA DE PAPEL, PAPEL O CARTON."
8441200000,"MAQUINAS PARA LA FABRICACION DE SACOS (BOLSAS), BOLSITAS O SOBRES"
8441400000,"MAQUINAS PARA MOLDEAR ARTICULOS DE PASTA DE PAPEL, DE  PAPEL O CARTON"
8442400000,"PARTES DE ESTAS  MAQUINAS,  APARATOS O MATERIAL PARA COMPONER CARACTERES"
8442501000,CARACTERES (TIPOS) DE IMPRENTA
8442509000,"LOS DEMAS ELEMENTOS IMPRESORES: CLISES, PLANCHAS, CILINDROS."
8444000000,"MAQUINAS PARA EXTRUDIR, ESTIRAR, TEXTURAR O CORTAR MATERIA TEXTIL SINTETICA O ARTIFIC"
8445120000,PEINADORAS (MAQUINA PARA LA PREPARACION DE MATERIA TEXTIL)
8445130000,MECHERAS (MAQUINA PARA LA PREPARACION DE MATERIA TEXTIL)
8445199000,LAS DEMAS MAQUINAS PARA LA PREPARACION DE MATERIA TEXTIL
8445200000,MAQUINAS PARA HILAR MATERIA TEXTIL
8445400000,MAQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL
8445900000,LOS DEMAS MAQUINAS PARA FABRICAR O DEVANAR  MATERIA TEXTIL.
8446100000,TELARES PARA TEJIDOS DE ANCHURA INFERIOR O IGUAL A 30 CM
8446210000,"TELARES DE MOTOR, PARA TEJIDOS DE ANCHURA SUPERIOR A 30cm DE LANZADERA"
8446290000,"LOS DEMAS TELARES PARA TEJIDOS DE ANCHURA SUPERIOR A 30 CM DE LANZADERA, EXC.DE MOTOR"
8606920000,"VAGONES PARA TRANSP.DE MERCANC.SOBRE CARRILES,ABIERTOS,CON PARED DE ALTURA>60CM"
8606990000,DEMAS VAGONES PARA TRANSPORTE DE MERCANCIAS SOBRE CARRILES
8607110000,"BOJES Y ""BISSELS"", DE TRACCION"
8607120000,"LOS DEMAS BOJES Y ""BISSELS"", EXC. DE TRACCIÃ¿N"
8607210000,"FRENOS DE AIRE COMPRIMIDO Y SUS PARTES, PARA VEHICULOS DE VIAS FERREAS"
8607300000,"GANCHOS Y DEMAS SISTEMAS DE ENGANCHE, TOPES, Y SUS PARTES"
8609000000,CONTENEDORES (INC.LOS CONTENEDORES CISTERNA Y LOS CONTENEDORES DEPOSITO)
8701300000,TRACTORES DE ORUGAS
8703100000,VEHICULOS P` DESPLAZARSE SOBRE NIEVE; VEHICUL. ESPEC. DE GOLF Y SIMILARES
307510000,"PULPOS (OCTOPUS SPP) VIVOS, FRESCOS O REFRIGERADOS"
402109000,"LECHE Y NATA,EN POLVO,GRANUL.,CON GRASAS<=1.5%,ENVASES>2.5 K"
402211900,"LECHE Y NATA CONCEN. EN POLVO,GRANUL CON.GRASAS>=26%,ENV > 2.5K, SIN AZUCAR O EDULC"
402999000,"LAS DEMAS LECHES Y NATAS, CONCENTRADAS O CON ADICION DE AZUCAR U OTRO EDULCORANTE"
406100000,"QUESO FRESCO (SIN MADURAR), INCLUIDO EL DEL LACTOSUERO, Y EL REQUESON"
408910000,"HUEVOS DE AVE SIN CASCARA, SECOS"
505900000,"PIELES Y DEMAS PARTES DE AVE,CON PLUMAS Y SUS PARTES, EXCEP.LAS UsADAS PARA RELLENO"
506900000,LOS DEMAS HUESOS Y NUCLEOS CORNEOS DESGRASADOS; POLVO Y DESPERD. DE ESTA MATERIA
508000000,"CORAL Y MATERIA SIMILAR }EN BRUTO O SIMPLEMENTE PREPARADOS,SIN OTRO TRABAJO;VALVAS"
511919000,"DEMAS PROD.DE PESCADO,CRUSTAC.,MOLUSC.E INVERT.ACUATIC.,NO APTOS  ALIMENTAC HUMANA"
601100000,"BULBOS,CEBOLLAS,TUBERC. RAICES Y BULBOS TUBEROSOS,TURIONES Y RIZOMAS, EN REPOSO VEGET"
701900000,"LAS DEMAS PAPAS (PATATAS), FRESCAS O REFRIGERADAS"
705110000,"LECHUGAS REPOLLADAS, FRESCAS O REFRIGERADAS"
5809000000,TEJIDOS DE HILOS DE METAL Y TEJIDOS DE HILADOS METALICOS O DE HILADOS TEXT.METALIZADO
5901100000,"TELAS RECUBIERTAS DE COLA O MAT. AMILACEAS, USADAS PARA LA ENCUADERNAC.,CARTONAJE.."
5903900000,"LAS DEMAS TELAS IMPREGNADAS, RECUBIERTAS, REVESTIDAS CON MATERIALES <> PU O PVC"
5906100000,CINTAS ADHESIVAS CAUCHUTADAS DE ANCHURA INFERIOR O IGUAL A 20 CM
5907000000,DEMAS TELAS IMPREGNADAS/RECUBIERTAS/REVESTIDAS; LIENZOS PINTADOS PARA DECORAR TEATROS
5910000000,"CORREAS TRANSPORTADORAS O DE TRANSMISION, DE MATERIA TEXTIL, INCLUSO IMPREGNADAS, REC"
5911320000,TELAS Y FIELTROS SIN FIN O CON DISPOSITIVOS DE UNION DE GRAMAJE >= 650 G/M2
6001910000,"LOS DEMAS TERCIOPELOS, FELPAS Y TEJIDOS CON BUCLES DE ALGODON"
6001990000,"LOS DEMAS TERCIOPELOS, FELPAS Y TEJIDOS CON BUCLES DE LAS DEMAS MATERIAS TEXTILES"
6102100000,"ABRIGOS,CHAQ.,CAPAS Y ART. SIMIL.DE PTO, PARA MUJERES O NIÑAS, DE LANA O PELO FINO"
6102900000,"ABRIGOS,CAHQ.,CAPAS Y ART. SIMIL.DE PTO, PARA MUJERES O NIÑAS, DE LAS DEMAS MAT.TEXTI"
6103220000,"CONJUNTOS DE PUNTO,PARA HOMBRES O NIÑOS, DE ALGODON"
6103420000,"PANTALON LARG/CORTO,PANT.C/PETO Y SHORTS DE PTO,P`HOMBRES O NIÃ¿OS DE ALGODÃ¿N"
6103490000,"PANT.LARG,PANT.CON PETO,PANT.CORT(CALZON) Y SHORTS DE PTO,P`HOMBRES O NIÑOS,DEMAS MAT"
6104130000,"TRAJES SASTRE DE PUNTO PARA MUJERES O NIÑAS, DE FIBRAS SINTETICAS"
6104330000,"CHAQUETAS DE PUNTO PARA MUJERES O NIÑAS, DE FIBRAS SINTETICAS"
6104420000,"VESTIDOS DE PUNTO PARA MUJERES O NIÑAS, DE ALGODON"
6104490000,"VESTIDOS DE PUNTO PARA MUJERES O NIÑAS, DE LAS DEMAS MATERIAS TEXTILES"
6104520000,"FALDAS Y FALDAS PANTALON DE PUNTO PARA MUJERES O NIÑAS, DE ALGODON"
6104690000,"PANT.LARG,PANT.CON PETO,PANT.CORT(CALZON)Y SHORTS DE PTO,P`MUJ.O NIÑAS,DEMAS MAT.TEXT"
6105100042,"CAMISAS D`PTO.ALG.C/ABERT.DEL.PARC.,C.Y PUÑ.DE TEJ.ACAN.P`HOMB.,C/HILAD.DIST.COLOR.RA"
6105100052,"CAMISA D`PTO.ALGOD.C/ABERTURA DELANT.PARCIAL,PHOMBRE,TEÃ¿IDO COLORES, A RAYAS"
6105100091,"DEMAS CAMISAS DE PTO.ALGODÃ¿N,CON ABERT.DELANT.PARC.,CUELLO+PUÃ¿O ACANALADO,P`NIÃ¿OS"
6105209000,CAMISAS DE PTO. DE LAS DEMAS FIBRAS SINTETICAS O ARTIFICIALES PARA HOMBRES O NIÑOS
6106100022,"CAMIS.BLUS.DE PTO.DE ALG.P`MUJ.O NIÑ.C/ABERT.DEL.PARC,CUE.Y PUÑ.DE T.A.ELAST.DIST.COL"
6106100031,"CAMIS.BLUS.D`PTO.DE ALG.P`MUJ.O NIÑ,C/CUE.Y ABER.DEL.PARC.,UN SOLO COLOR INC.BLANQUEA"
6107220000,"CAMISONES Y PIJAMAS DE PUNTO DE FIBRAS SINTETICAS O ARTIFICIALES, PARA HOMBRES O NIÑO"
6107910000,"ALBORNOCES,BATAS Y ART. SIMILARES DE PUNTO DE ALGODON, PARA HOMBRES O NIÑOS"
8446300000,"TELARES PARA TEJIDOS DE ANCHURA SUPERIOR A 30 CM, SIN LANZADERA"
8447120000,MAQUINAS CIRCULARES DE TRICOTAR CON CILINDRO DE DIAMETRO SUPERIOR A 165 MM
8447201000,"MAQUINAS RECTILINEAS DE TRICOTAR, DE USO DOMESTICO"
8447203000,MAQUINAS DE COSER POR CADENETA
8447900000,"LAS DEMAS MAQUINAS DE TRICOTAR, DE COSER, DE ENTORCHAR, DE FABRICAR TUL, ENCAJE ETC."
8448190000,"DEMAS MAQ. Y APARATOS AUXILIARES PMAQ.DE LAS PARTIDAS 84.44, 84.45,84.46 , 84.47"
8448200000,PARTES Y ACCESORIOS DE MAQ. DE LA PARTIDA 84.44 O DE SUS MAQ` O APARATOS AUXILIARES
8448310000,GUARNICIONES DE CARDAS
8448321000,PARTES Y ACCESORIOS DE DESMOTADORAS DE ALGODON
8448330000,"HUSOS Y SUS ALETAS, ANILLOS Y CURSORES"
8448390000,"LOS DEMAS PARTES Y ACCESORIOS  PARA MAQ`  Y APARATOS AUXIL, DE LA PARTIDA 84.45"
8449001000,MAQUINAS Y APARATOS PFABRICAC/ACABADO FIELTRO/SOMBREROS; HORMAS DE SOMBRERERIA
8449009000,PARTES DE MAQ` Y APARATOS PARA LA FABRICACION O ACABADO DEL FIELTRO O TELA SIN TEJER.
8450110000,"MAQUINAS TOTALMENTE AUTOMATICAS P` LAVAR ROPA, INCL.C/DISPOSITIVO SECADO,CAPAC.<=10KG"
8450120000,"DEMAS MAQ`P`LAVAR ROPA CAPAC.UNIT.PESO ROPA SECA<=10KG,C/SECADORA CENTRIFUGA INCORPOR"
8450190000,"DEMAS MAQUINAS P`LAVAR ROPA, CAPACIDAD UNITARIA EXPRESADA EN PESO DE ROPA SECA <=10KG"
8450200000,"MAQUINAS P` LAVAR ROPA DE CAPACIDAD UNITARIA, EXPRESADA EN PESO DE ROPA SECA > 10KG"
8451100000,MAQUINAS PARA LIMPIEZA EN SECO
8451210000,"MAQUINAS P` SECAR DE CAPACIDAD UNITARIA, EXPRESADA EN PESO DE ROPA SECA <= 10KG"
8451300000,"MAQUINAS Y PRENSAS PARA PLANCHAR, INCLUIDAS LAS PRENSAS PARA FIJAR"
8451409000,MAQUINAS Y APARATOS PARA BLANQUEAR O TEÑIR
8451500000,"MAQUINAS PARA ENROLLAR, DESENROLLAR, PLEGAR, CORTAR O DENTAR TELAS"
8452101000,CABEZAS DE MAQUINAS DE COSER DOMESTICA EXCL. 84.40
8452210000,"UNIDADES AUTOMATICAS DE LAS DEMAS MAQUINAS DE COSER, EXC. DOMÃ¿STICAS"
8452290000,"LAS DEMAS MAQUINAS DE COSER (EXCL. 84.40, UNIDADES AUTOMÃTICAS O DOMÃ¿STICAS)"
8453200000,MAQUINAS Y APARATOS PARA LA FABRICACION O REPARACION DE CALZADO
8453800000,LAS DEMAS MAQ` Y APARATOS P` OTRAS MANUFACTURAS DE CUERO O PIEL EXCEPTO MAQ` DE COSER
8454100000,CONVERTIDORES
8454200000,LINGOTERAS Y CUCHARAS DE COLADA
8454300000,MAQUINAS DE COLAR (MOLDEAR)
8454900000,"PARTES DE CONVERTIDORES, LINGOTERAS Y CUCHARAS DE COLADA, MAQUINAS DE COLAR (MOLDEAR)"
8704100000,VOLQUETES AUTOMOTORES CONCEBIDOS PARA UTILIZARLOS FUERA DE LA RED DE CARRETERAS
8705200000,CAMIONES  AUTOMOVILES  PARA SONDEO O PERFORACION
8705300000,CAMIONES DE BOMBEROS
8705400000,CAMIONES HORMIGONERA
8705902000,COCHES RADIOLOGICOS
8705909000,DEMAS VEHICULOS AUTOMOVILES PARA USOS ESPECIALES
8706001000,CHASIS DE VEHICULOS DE LA PARTIDA Nº 87.03
8707901000,"CARROCERIAS INCLUIDAS LAS CABINAS, DE LOS VEHICULOS DE LA PARTIDA 87.02"
8708100000,"PARACHOQUES  (PARAGOLPES, DEFENSAS) Y SUS PARTES"
8708210000,CINTURONES DE SEGURIDAD
8708291000,"TECHOS (CAPOTAS), DE VEHÃCULOS PARTIDAS 87.01 A 87.05"
8708292000,"GUARDAFANGOS, CUBIERTAS DE MOTOR, FLANCOS, PUERTAS, Y SUS PARTES"
8708294000,"TABLEROS DE INSTRUMENTOS (SALPICADEROS), DE VEHÃCULOS PARTIDAS 87.01 A 87.05"
8708702000,"EMBELLECEDORES DE RUEDAS (TAPACUBOS, COPAS, VASOS) Y DEMAS ACCESORIOS"
8708931000,EMBRAGUES DE VEHÃCULOS PARTIDAS 87.01 A 87.05
8708939100,"PLATOS (PRENSAS), DISCOS, DE VEHÃCULOS PARTIDAS 87.01 A 87.05"
708900000,"LAS DEMAS HORTALIZAS (INC. SILVESTRES) DE VAINA, FRESCAS O REFRIGERADAS"
709400000,"APIO, EXCEPTO EL APIONABO, FRESCO O REFRIGERADO"
709600000,"FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, FRESCOS O REFRIGERADOS"
710210000,"ARVEJAS(GUISANTES,CHICHAROS)(PISUM SATIVUM),AUNQUE ESTEN COCIDAS EN AGUA O VAPOR,CONG"
710300000,"ESPINACAS(INCLUSO LA DE NUEVA ZELANDA) Y ARMUELLES,COCIDAS EN AGUA O AL V. CONGELADAS"
711200000,"ACEITUNAS CONSERVADAS PROVISIONALMENTE, TODAVIA IMPROPIAS EL CONSUMO INMEDIATO"
712901000,"AJOS SECOS,CORTADOS EN TROZOS O RODAJAS,TRITU.,O PULVE.,SIN OTRA PREPARACION"
713101000,"ARVEJAS (GUISANTES,CHICHAROS) (PISIUM SATICUM) D` VAINAS SECAS, PARA SIEMBRA"
713311000,FRIJOLES DE LAS ESPECIES VIGNA MUNGO(L)HEPPER O VIGNA RADIATA(L)WILCZEK PARA SIEMBRA
713321000,FRIJOL ADZUKI(PHASEOLUS O VIGNA ANGULARIS) PARA LA SIEMBRA
801310000,"NUECES DEL MARAÑON (MEREY, CAJAUIL, ANACARDO,""CAJU"")  CON CASCARA, FRESCAS O SECAS"
802310000,"NUECES DE NOGAL CON CASCARA, FRESCAS O SECAS"
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS"
809300000,"DURAZNOS (MELOCOTONES), INCLUIDOS LOS GRIÑONES Y NECTARINAS, FRESCOS"
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS"
812902000,"DURAZNOS(MELOCOT.)INC.LOS GRIÑONES Y NECTARI.,CONSERV.PROVISIONALM.IMPROPIOS P`CONS.I"
813500000,"MEZCLAS DE FRUTAS U OTROS FRUTOS, SECOS, O DE FRUTOS DE CASCARA DE ESTE CAPITULO"
901900000,LOS DEMAS CAFES; CASCARA Y CASCARILLA DE CAFE; SUCEDANEOS DEL CAFE QUE CONTENGAN CAFE
906200000,CANELA Y FLORES DE CANELERO  TRITURADAS O PULVERIZADAS
910910000,MEZCLAS DE ESPECIAS DE PRODUCTOS DE DISTINTAS PARTIDAS (NOTA 1 B DE ESTE CAPITULO)
1006200000,ARROZ DESCASCARILLADO (ARROZ CARGO O ARROZ PARDO)
1104300000,"GERMEN DE CEREALES ENTERO, APLASTADO, EN COPOS O MOLIDO"
1106301000,"HARINA, SEMOLA, Y POLVO DE BANANAS O PLATANOS"
1206001000,SEMILLA DE GIRASOL PARA SIEMBRA
1207401000,SEMILLA DE SESAMO (AJONJOLI) PARA SIEMBRA
1207509000,"DEMAS SEMILLA DE MOSTAZA, INCLUSO QUEBRANTADO, EXCEPTO PARA SIEMBRA"
6108210000,"BRAGAS (BOMBACHAS, CALZONES), DE PUNTO DE ALGODON"
6108290000,"BRAGAS (BOMBACHAS, CALZONES), DE PUNTO DE LAS DEMAS MATERIAS TEXTILES"
6108390000,"CAMISONES Y PIJAMAS DE PUNTO DE LAS DEMAS MATERIAS TEXTILES, PARA MUJERES O NIÑAS"
6108920000,"SALTOS DE CAMA,BATAS Y ART.SIMILARES DE PTO.FIBRAS SINTET. O ARTIFIC.,P`MUJERES O NIÑ"
6109100032,"""T-SHIRT""DE ALGODON P`HOMB.O MUJ.,D`TEJ.C/HILADOS DE DIST. COLORES,C/ MOTIV. DE RAYAS"
6110301000,"SUETERES, PULLOVERS, CARDIGANS, CHALECOS Y SIMLARES DE FIBRAS ACRILICAS O MODACRILICA"
6110900000,"SUETERES, PULLOVERS, CARDIGANS, CHALECOS Y SIMILARES DE LAS DEMAS MATERIAS TEXTILES"
6111300000,"PRENDAS Y COMPLEMENTOS DE VESTIR DE PUNTO PARA BEBES, DE FIBRAS SINTETICAS"
6112120000,CONJUNTO DE ABRIGO PARA ENTRENAMINETO O DEPORTE DE FIBRAS SINTETICAS
6112200000,"MONOS (OVEROLES) Y CONJUNTOS DE ESQUI, DE PUNTO"
6114300000,LAS DEMAS PRENDAS DE VESTIR DE PUNTO DE FIBRAS SINTETICAS O ARTIFICIALES
6117100000,"CHALES, PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, VELOS  Y  ARTICULOS SIMILARES"
6203120000,"TRAJES (AMBOS O TERNOS) PARA HOMBRES O NIÑOS, DE FIBRAS SINTETICAS"
6203220000,"CONJUNTOS PARA HOMBRES O NIÑOS, DE ALGODON"
6203310000,"CHAQUETAS (SACOS) PARA HOMBRES O NIÑOS, DE LANA O PELO FINO"
6203430000,"PANT.LARGOS,PANT.C/PETO,PANT.CORTOS(CALZONES) Y SHORTS,P`HOMB.Y NIÑOS,DE FIBRA SINTET"
6204120000,"TRAJES SASTRE, PARA MUJERES Y NIÑAS, DE ALGODON"
6204190000,"TRAJES SASTRE, PARA MUJERES Y NIÑAS, DE LAS DEMAS MATERIAS TEXTILES"
6204290000,"CONJUNTOS, PARA MUJERES O NIÑAS, DE LAS DEMAS MATERIAS TEXTILES"
6204330000,"CHAQUETAS (SACOS), PARA MUJERES O NIÑAS, DE FIBRAS SINTETICAS"
6204420000,"VESTIDOS, PARA MUJERES O NIÑAS, DE ALGODON"
6204490000,"VESTIDOS, PARA MUJERES O NIÑAS, DE LAS DEMAS MATERIAS TEXTILES"
8455210000,LOS DEMAS LAMINADORES P`LAMINAR EN CALIENTE O COMBINADOS P`LAMINAR EN CALIENTE Y FRIO
8455220000,LOS DEMAS LAMINADORES PARA LAMINAR EN FRIO
8455300000,CILINDROS DE LAMINADORES
8455900000,LAS DEMAS PARTES DE LAMINADORES PARA METAL
8456200000,MAQUINAS HERRAMIENTA QUE OPEREN POR ULTRASONIDO
8456300000,MAQUINAS HERRAMIENTA QUE OPEREN POR ELECTROEROSION
8457200000,MAQUINAS DE PUESTO FIJO PARA TRABAJAR METAL
8457300000,MAQUINAS DE PUESTOS MULTIPLES PARA TRABAJAR METAL
8458112000,"TORNOS HORIZONTALES DE CONTROL NUMERICO, DE REVOLVER"
8458119000,LOS DEMAS TORNOS HORIZONTALES DE CONTROL NUMERICO
8458192000,"LOS DEMAS TORNOS HORIZONTALES DE REVOLVER, EXC. DE CONTROL NUMÃ¿RICO"
8458193000,"LOS DEMAS TORNOS HORIZONTALES AUTOMATICOS, EXC. DE CONTROL NUMÃ¿RICO"
8458199000,"LOS DEMAS TORNOS HORIZONTALES, EXC. DE CONTROL NUMÃ¿RICO"
8458990000,"DEMAS TORNOS (INC. CENTROS DE TORNEADO) POR ARRANQUE DE METAL, EXC. HORIZONTALES"
8459101000,UNIDADES DE MECANIZADO DE CORREDERAS DE TALADRAR
8459103000,UNIDADES DE MECANIZADO DE CORREDERAS DE FRESAR
8459104000,UNIDADES DE MECANIZADO DE CORREDERAS DE ROSCAR (INCLUSO ATERRAJAR)
8459210000,MAQUINAS DE TALADRAR DE CONTROL NUMERICO
8459290000,"LAS DEMAS MAQUINAS DE TALADRAR, EXC. DE CONTROL NUMÃ¿RICO"
8459310000,MAQUINAS ESCARIADORAS-FRESADORAS DE CONTROL NUMERICO
8459390000,"LAS DEMAS MAQUINAS ESCARIADORAS-FRESADORAS, EXC. DE CONTROL NUMÃ¿RICO"
8459510000,MAQUINAS DE FRESAR DE CONSOLA DE CONTROL NUMERICO
8459590000,"LAS DEMAS MAQUINAS DE FRESAR DE CONSOLA, EXC. DE CONTROL NUMÃ¿RICO"
8459610000,LAS DEMAS MAQUINAS DE FRESAR DE CONTROL NUMERICO
8459700000,LAS DEMAS MAQUINAS DE ROSCAR (INCLUSO ATERRAJAR)
8460310000,MAQUINAS DE AFILAR DE CONTROL NUMERICO
8460390000,"LAS DEMAS MAQUINAS DE AFILAR, EXC. DE CONTROL NUMÃ¿RICO"
8460400000,MAQUINAS DE LAPEAR (BRUÑIR)
8461200000,MAQUINAS DE LIMAR O MORTAJAR
8461400000,MAQUINAS DE TALLAR O ACABAR  ENGRANAJES
